nohup: ignoring input
/root/.openclaw/workspace/polymarket_engine/radar_engine.py:339: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  f"{datetime.utcnow().isoformat()} | "
2026-03-11T23:18:29.852742 | deploy=0 watch=3
2026-03-11T23:19:29.853646 | deploy=0 watch=3
2026-03-11T23:20:29.854707 | deploy=0 watch=3
2026-03-11T23:21:29.855617 | deploy=0 watch=3
2026-03-11T23:22:29.856549 | deploy=0 watch=3
2026-03-11T23:23:29.857796 | deploy=0 watch=3
2026-03-11T23:24:29.858895 | deploy=0 watch=3
2026-03-11T23:25:29.859829 | deploy=0 watch=3
2026-03-11T23:26:29.860765 | deploy=0 watch=3
2026-03-11T23:27:29.861797 | deploy=0 watch=3
2026-03-11T23:28:29.862734 | deploy=0 watch=3
2026-03-11T23:29:29.863693 | deploy=0 watch=3
2026-03-11T23:30:29.864651 | deploy=0 watch=3
2026-03-11T23:31:29.865533 | deploy=0 watch=3
2026-03-11T23:32:29.866463 | deploy=0 watch=3
2026-03-11T23:33:29.867420 | deploy=0 watch=3
2026-03-11T23:34:29.868300 | deploy=0 watch=3
2026-03-11T23:35:29.869379 | deploy=0 watch=3
2026-03-11T23:36:29.870531 | deploy=0 watch=3
2026-03-11T23:37:29.871482 | deploy=0 watch=3
2026-03-11T23:38:29.872732 | deploy=0 watch=3
2026-03-11T23:39:29.873728 | deploy=0 watch=3
2026-03-11T23:40:29.874489 | deploy=0 watch=3
2026-03-11T23:41:29.875690 | deploy=0 watch=3
2026-03-11T23:42:29.876669 | deploy=0 watch=3
2026-03-11T23:43:29.877795 | deploy=0 watch=3
2026-03-11T23:44:29.878911 | deploy=0 watch=3
2026-03-11T23:45:29.879923 | deploy=0 watch=3
2026-03-11T23:46:29.880925 | deploy=0 watch=3
2026-03-11T23:47:29.881950 | deploy=0 watch=3
2026-03-11T23:48:29.882841 | deploy=0 watch=3
2026-03-11T23:49:29.884072 | deploy=0 watch=3
2026-03-11T23:50:29.885149 | deploy=0 watch=3
2026-03-11T23:51:29.885987 | deploy=0 watch=3
2026-03-11T23:52:29.886849 | deploy=0 watch=3
2026-03-11T23:53:29.887833 | deploy=0 watch=3
2026-03-11T23:54:29.888726 | deploy=0 watch=3
2026-03-11T23:55:29.889721 | deploy=0 watch=3
2026-03-11T23:56:29.890685 | deploy=0 watch=3
2026-03-11T23:57:29.891598 | deploy=0 watch=3
2026-03-11T23:58:29.892559 | deploy=0 watch=3
2026-03-11T23:59:29.893606 | deploy=0 watch=3
2026-03-12T00:00:29.894927 | deploy=0 watch=3
2026-03-12T00:01:29.895965 | deploy=0 watch=3
2026-03-12T00:02:29.897098 | deploy=0 watch=3
2026-03-12T00:03:29.898047 | deploy=0 watch=3
2026-03-12T00:04:29.899069 | deploy=0 watch=3
2026-03-12T00:05:29.900061 | deploy=0 watch=3
2026-03-12T00:06:29.900920 | deploy=0 watch=3
2026-03-12T00:07:29.901816 | deploy=0 watch=3
2026-03-12T00:08:29.902684 | deploy=0 watch=3
2026-03-12T00:09:29.903833 | deploy=0 watch=3
2026-03-12T00:10:29.904788 | deploy=0 watch=3
2026-03-12T00:11:29.905750 | deploy=0 watch=3
2026-03-12T00:12:29.906719 | deploy=0 watch=3
2026-03-12T00:13:29.907940 | deploy=0 watch=3
2026-03-12T00:14:29.908935 | deploy=0 watch=3
2026-03-12T00:15:29.909853 | deploy=0 watch=3
2026-03-12T00:16:29.910812 | deploy=0 watch=3
2026-03-12T00:17:29.911921 | deploy=0 watch=3
2026-03-12T00:18:29.912904 | deploy=0 watch=3
2026-03-12T00:19:29.914630 | deploy=0 watch=3
2026-03-12T00:20:29.915648 | deploy=0 watch=3
2026-03-12T00:21:29.916642 | deploy=0 watch=3
2026-03-12T00:22:29.917606 | deploy=0 watch=3
2026-03-12T00:23:29.918760 | deploy=0 watch=3
2026-03-12T00:24:29.919678 | deploy=0 watch=3
2026-03-12T00:25:29.920830 | deploy=0 watch=3
2026-03-12T00:26:29.921830 | deploy=0 watch=3
2026-03-12T00:27:29.922771 | deploy=0 watch=3
2026-03-12T00:28:29.923893 | deploy=0 watch=3
2026-03-12T00:29:29.924910 | deploy=0 watch=3
2026-03-12T00:30:29.925809 | deploy=0 watch=3
2026-03-12T00:31:29.926684 | deploy=0 watch=3
2026-03-12T00:32:29.927894 | deploy=0 watch=3
2026-03-12T00:33:29.928756 | deploy=0 watch=3
2026-03-12T00:34:29.929623 | deploy=0 watch=3
2026-03-12T00:35:29.930839 | deploy=0 watch=3
2026-03-12T00:36:29.931778 | deploy=0 watch=3
2026-03-12T00:37:29.932789 | deploy=0 watch=3
2026-03-12T00:38:29.933759 | deploy=0 watch=3
2026-03-12T00:39:29.934714 | deploy=0 watch=3
2026-03-12T00:40:29.935701 | deploy=0 watch=3
2026-03-12T00:41:29.936860 | deploy=0 watch=3
2026-03-12T00:42:29.937733 | deploy=0 watch=3
2026-03-12T00:43:29.938820 | deploy=0 watch=3
2026-03-12T00:44:29.939704 | deploy=0 watch=3
2026-03-12T00:45:29.940876 | deploy=0 watch=3
2026-03-12T00:46:29.941994 | deploy=0 watch=3
2026-03-12T00:47:29.943066 | deploy=0 watch=3
2026-03-12T00:48:29.944176 | deploy=0 watch=3
2026-03-12T00:49:29.945186 | deploy=0 watch=3
2026-03-12T00:50:29.946144 | deploy=0 watch=3
2026-03-12T00:51:29.947245 | deploy=0 watch=3
2026-03-12T00:52:29.948210 | deploy=0 watch=3
2026-03-12T00:53:29.949215 | deploy=0 watch=3
2026-03-12T00:54:29.950384 | deploy=0 watch=3
2026-03-12T00:55:29.951492 | deploy=0 watch=3
2026-03-12T00:56:29.952416 | deploy=0 watch=3
2026-03-12T00:57:29.953428 | deploy=0 watch=3
2026-03-12T00:58:29.954332 | deploy=0 watch=3
2026-03-12T00:59:29.955271 | deploy=0 watch=3
2026-03-12T01:00:29.956269 | deploy=0 watch=3
2026-03-12T01:01:29.957213 | deploy=0 watch=3
2026-03-12T01:02:29.958164 | deploy=0 watch=3
2026-03-12T01:03:29.958997 | deploy=0 watch=3
2026-03-12T01:04:29.960044 | deploy=0 watch=3
2026-03-12T01:05:29.960969 | deploy=0 watch=3
2026-03-12T01:06:29.962193 | deploy=0 watch=3
2026-03-12T01:07:29.963041 | deploy=0 watch=3
2026-03-12T01:08:29.963851 | deploy=0 watch=3
2026-03-12T01:09:29.964993 | deploy=0 watch=3
2026-03-12T01:10:29.965910 | deploy=0 watch=3
2026-03-12T01:11:29.966821 | deploy=0 watch=3
2026-03-12T01:12:29.967787 | deploy=0 watch=3
2026-03-12T01:13:29.968915 | deploy=0 watch=3
2026-03-12T01:14:29.970182 | deploy=0 watch=3
2026-03-12T01:15:29.971934 | deploy=0 watch=3
2026-03-12T01:16:29.973028 | deploy=0 watch=3
2026-03-12T01:17:29.974141 | deploy=0 watch=3
2026-03-12T01:18:29.975252 | deploy=0 watch=3
2026-03-12T01:19:29.976251 | deploy=0 watch=3
2026-03-12T01:20:29.977302 | deploy=0 watch=3
2026-03-12T01:21:29.978487 | deploy=0 watch=3
2026-03-12T01:22:29.979610 | deploy=0 watch=3
2026-03-12T01:23:29.980664 | deploy=0 watch=3
2026-03-12T01:24:29.981692 | deploy=0 watch=3
2026-03-12T01:25:29.982587 | deploy=0 watch=3
2026-03-12T01:26:29.983471 | deploy=0 watch=3
2026-03-12T01:27:29.984546 | deploy=0 watch=3
2026-03-12T01:28:29.985493 | deploy=0 watch=3
2026-03-12T01:29:29.986659 | deploy=0 watch=3
2026-03-12T01:30:29.987650 | deploy=0 watch=3
2026-03-12T01:31:29.988780 | deploy=0 watch=3
2026-03-12T01:32:29.989631 | deploy=0 watch=3
2026-03-12T01:33:29.990557 | deploy=0 watch=3
2026-03-12T01:34:29.991471 | deploy=0 watch=3
2026-03-12T01:35:29.992438 | deploy=0 watch=3
2026-03-12T01:36:29.993347 | deploy=0 watch=3
2026-03-12T01:37:29.994268 | deploy=0 watch=3
2026-03-12T01:38:29.995365 | deploy=0 watch=3
2026-03-12T01:39:29.996289 | deploy=0 watch=3
2026-03-12T01:40:29.997178 | deploy=0 watch=3
2026-03-12T01:41:29.998227 | deploy=0 watch=3
2026-03-12T01:42:29.999324 | deploy=0 watch=3
2026-03-12T01:43:30.000433 | deploy=0 watch=3
2026-03-12T01:44:30.001348 | deploy=0 watch=3
2026-03-12T01:45:30.002376 | deploy=0 watch=3
2026-03-12T01:46:30.003323 | deploy=0 watch=3
2026-03-12T01:47:30.004305 | deploy=0 watch=3
2026-03-12T01:48:30.005193 | deploy=0 watch=3
2026-03-12T01:49:30.006277 | deploy=0 watch=3
2026-03-12T01:50:30.007270 | deploy=0 watch=3
2026-03-12T01:51:30.008339 | deploy=0 watch=3
2026-03-12T01:52:30.009247 | deploy=0 watch=3
2026-03-12T01:53:30.010179 | deploy=0 watch=3
2026-03-12T01:54:30.011223 | deploy=0 watch=3
2026-03-12T01:55:30.012255 | deploy=0 watch=3
2026-03-12T01:56:30.013171 | deploy=0 watch=3
2026-03-12T01:57:30.014028 | deploy=0 watch=3
2026-03-12T01:58:30.015251 | deploy=0 watch=3
2026-03-12T01:59:30.016435 | deploy=0 watch=3
2026-03-12T02:00:30.017370 | deploy=0 watch=3
2026-03-12T02:01:30.018273 | deploy=0 watch=3
2026-03-12T02:02:30.019204 | deploy=0 watch=3
2026-03-12T02:03:30.020095 | deploy=0 watch=3
2026-03-12T02:04:30.021323 | deploy=0 watch=3
2026-03-12T02:05:30.022259 | deploy=0 watch=3
2026-03-12T02:06:30.023369 | deploy=0 watch=3
2026-03-12T02:07:30.024256 | deploy=0 watch=3
2026-03-12T02:08:30.025415 | deploy=0 watch=3
2026-03-12T02:09:30.026269 | deploy=0 watch=3
2026-03-12T02:10:30.027142 | deploy=0 watch=3
2026-03-12T02:11:30.028198 | deploy=0 watch=3
2026-03-12T02:12:30.029106 | deploy=0 watch=3
2026-03-12T02:13:30.030054 | deploy=0 watch=3
2026-03-12T02:14:30.030959 | deploy=0 watch=3
2026-03-12T02:15:30.031931 | deploy=0 watch=3
2026-03-12T02:16:30.032981 | deploy=0 watch=3
2026-03-12T02:17:30.034012 | deploy=0 watch=3
2026-03-12T02:18:30.035105 | deploy=0 watch=3
2026-03-12T02:19:30.035957 | deploy=0 watch=3
2026-03-12T02:20:30.036851 | deploy=0 watch=3
2026-03-12T02:21:30.037862 | deploy=0 watch=3
2026-03-12T02:22:30.038939 | deploy=0 watch=3
2026-03-12T02:23:30.039977 | deploy=0 watch=3
2026-03-12T02:24:30.040814 | deploy=0 watch=3
2026-03-12T02:25:30.041825 | deploy=0 watch=3
2026-03-12T02:26:30.042967 | deploy=0 watch=3
2026-03-12T02:27:30.044213 | deploy=0 watch=3
2026-03-12T02:28:30.045208 | deploy=0 watch=3
2026-03-12T02:29:30.046396 | deploy=0 watch=3
2026-03-12T02:30:30.047582 | deploy=0 watch=3
2026-03-12T02:31:30.048582 | deploy=0 watch=3
2026-03-12T02:32:30.049662 | deploy=0 watch=3
2026-03-12T02:33:30.050935 | deploy=0 watch=3
2026-03-12T02:34:30.051936 | deploy=0 watch=3
2026-03-12T02:35:30.052985 | deploy=0 watch=3
2026-03-12T02:36:30.054044 | deploy=0 watch=3
2026-03-12T02:37:30.054883 | deploy=0 watch=3
2026-03-12T02:38:30.055780 | deploy=0 watch=3
2026-03-12T02:39:30.056783 | deploy=0 watch=3
2026-03-12T02:40:30.057876 | deploy=0 watch=3
2026-03-12T02:41:30.058800 | deploy=0 watch=3
2026-03-12T02:42:30.059750 | deploy=0 watch=3
2026-03-12T02:43:30.060632 | deploy=0 watch=3
2026-03-12T02:44:30.061846 | deploy=0 watch=3
2026-03-12T02:45:30.062810 | deploy=0 watch=3
2026-03-12T02:46:30.063934 | deploy=0 watch=3
2026-03-12T02:47:30.064911 | deploy=0 watch=3
2026-03-12T02:48:30.065810 | deploy=0 watch=3
2026-03-12T02:49:30.066714 | deploy=0 watch=3
2026-03-12T02:50:30.067818 | deploy=0 watch=3
2026-03-12T02:51:30.068769 | deploy=0 watch=3
2026-03-12T02:52:30.069806 | deploy=0 watch=3
2026-03-12T02:53:30.070631 | deploy=0 watch=3
2026-03-12T02:54:30.071633 | deploy=0 watch=3
2026-03-12T02:55:30.072517 | deploy=0 watch=3
2026-03-12T02:56:30.073541 | deploy=0 watch=3
2026-03-12T02:57:30.074440 | deploy=0 watch=3
2026-03-12T02:58:30.075408 | deploy=0 watch=3
2026-03-12T02:59:30.076368 | deploy=0 watch=3
2026-03-12T03:00:30.077265 | deploy=0 watch=3
2026-03-12T03:01:30.078170 | deploy=0 watch=3
2026-03-12T03:02:30.079114 | deploy=0 watch=3
2026-03-12T03:03:30.080035 | deploy=0 watch=3
2026-03-12T03:04:30.081129 | deploy=0 watch=3
2026-03-12T03:05:30.082049 | deploy=0 watch=3
2026-03-12T03:06:30.082871 | deploy=0 watch=3
2026-03-12T03:07:30.083838 | deploy=0 watch=3
2026-03-12T03:08:30.084850 | deploy=0 watch=3
2026-03-12T03:09:30.085818 | deploy=0 watch=3
2026-03-12T03:10:30.086717 | deploy=0 watch=3
2026-03-12T03:11:30.087603 | deploy=0 watch=3
2026-03-12T03:12:30.088666 | deploy=0 watch=3
2026-03-12T03:13:30.089664 | deploy=0 watch=3
2026-03-12T03:14:30.090594 | deploy=0 watch=3
2026-03-12T03:15:30.091511 | deploy=0 watch=3
2026-03-12T03:16:30.092722 | deploy=0 watch=3
2026-03-12T03:17:30.093821 | deploy=0 watch=3
2026-03-12T03:18:30.094942 | deploy=0 watch=3
2026-03-12T03:19:30.095811 | deploy=0 watch=3
2026-03-12T03:20:30.096757 | deploy=0 watch=3
2026-03-12T03:21:30.097604 | deploy=0 watch=3
2026-03-12T03:22:30.098502 | deploy=0 watch=3
2026-03-12T03:23:30.099403 | deploy=0 watch=3
2026-03-12T03:24:30.100384 | deploy=0 watch=3
2026-03-12T03:25:30.101486 | deploy=0 watch=3
2026-03-12T03:26:30.102490 | deploy=0 watch=3
2026-03-12T03:27:30.103449 | deploy=0 watch=3
2026-03-12T03:28:30.104634 | deploy=0 watch=3
2026-03-12T03:29:30.105795 | deploy=0 watch=3
2026-03-12T03:30:30.106870 | deploy=0 watch=3
2026-03-12T03:31:30.107805 | deploy=0 watch=3
2026-03-12T03:32:30.108743 | deploy=0 watch=3
2026-03-12T03:33:30.109657 | deploy=0 watch=3
2026-03-12T03:34:30.110792 | deploy=0 watch=3
2026-03-12T03:35:30.111666 | deploy=0 watch=3
2026-03-12T03:36:30.112837 | deploy=0 watch=3
2026-03-12T03:37:30.114923 | deploy=0 watch=3
2026-03-12T03:38:30.115792 | deploy=0 watch=3
2026-03-12T03:39:30.116858 | deploy=0 watch=3
2026-03-12T03:40:30.118104 | deploy=0 watch=3
2026-03-12T03:41:30.119047 | deploy=0 watch=3
2026-03-12T03:42:30.119941 | deploy=0 watch=3
2026-03-12T03:43:30.121034 | deploy=0 watch=3
2026-03-12T03:44:30.122165 | deploy=0 watch=3
2026-03-12T03:45:30.123222 | deploy=0 watch=3
2026-03-12T03:46:30.124357 | deploy=0 watch=3
2026-03-12T03:47:30.125392 | deploy=0 watch=3
2026-03-12T03:48:30.126354 | deploy=0 watch=3
2026-03-12T03:49:30.127276 | deploy=0 watch=3
2026-03-12T03:50:30.128490 | deploy=0 watch=3
2026-03-12T03:51:30.129657 | deploy=0 watch=3
2026-03-12T03:52:30.130589 | deploy=0 watch=3
2026-03-12T03:53:30.131527 | deploy=0 watch=3
2026-03-12T03:54:30.132733 | deploy=0 watch=3
2026-03-12T03:55:30.133718 | deploy=0 watch=3
2026-03-12T03:56:30.134752 | deploy=0 watch=3
2026-03-12T03:57:30.135848 | deploy=0 watch=3
2026-03-12T03:58:30.136964 | deploy=0 watch=3
2026-03-12T03:59:30.138063 | deploy=0 watch=3
2026-03-12T04:00:30.139303 | deploy=0 watch=3
2026-03-12T04:01:30.140184 | deploy=0 watch=3
2026-03-12T04:02:30.141109 | deploy=0 watch=3
2026-03-12T04:03:30.141999 | deploy=0 watch=3
2026-03-12T04:04:30.142979 | deploy=0 watch=3
2026-03-12T04:05:30.143919 | deploy=0 watch=3
2026-03-12T04:06:30.144781 | deploy=0 watch=3
2026-03-12T04:07:30.145894 | deploy=0 watch=3
2026-03-12T04:08:30.146817 | deploy=0 watch=3
2026-03-12T04:09:30.147701 | deploy=0 watch=3
2026-03-12T04:10:30.148860 | deploy=0 watch=3
2026-03-12T04:11:30.150031 | deploy=0 watch=3
2026-03-12T04:12:30.150921 | deploy=0 watch=3
2026-03-12T04:13:30.151846 | deploy=0 watch=3
2026-03-12T04:14:30.152751 | deploy=0 watch=3
2026-03-12T04:15:30.153668 | deploy=0 watch=3
2026-03-12T04:16:30.154622 | deploy=0 watch=3
2026-03-12T04:17:30.155661 | deploy=0 watch=3
2026-03-12T04:18:30.156623 | deploy=0 watch=3
2026-03-12T04:19:30.157647 | deploy=0 watch=3
2026-03-12T04:20:30.158584 | deploy=0 watch=3
2026-03-12T04:21:30.159774 | deploy=0 watch=3
2026-03-12T04:22:30.160895 | deploy=0 watch=3
2026-03-12T04:23:30.161839 | deploy=0 watch=3
2026-03-12T04:24:30.162925 | deploy=0 watch=3
2026-03-12T04:25:30.163801 | deploy=0 watch=3
2026-03-12T04:26:30.164966 | deploy=0 watch=3
2026-03-12T04:27:30.165858 | deploy=0 watch=3
2026-03-12T04:28:30.166792 | deploy=0 watch=3
2026-03-12T04:29:30.167828 | deploy=0 watch=3
2026-03-12T04:30:30.168804 | deploy=0 watch=3
2026-03-12T04:31:30.169784 | deploy=0 watch=3
2026-03-12T04:32:30.170888 | deploy=0 watch=3
2026-03-12T04:33:30.171844 | deploy=0 watch=3
2026-03-12T04:34:30.173004 | deploy=0 watch=3
2026-03-12T04:35:30.173926 | deploy=0 watch=3
2026-03-12T04:36:30.174826 | deploy=0 watch=3
2026-03-12T04:37:30.175979 | deploy=0 watch=3
2026-03-12T04:38:30.176953 | deploy=0 watch=3
2026-03-12T04:39:30.177876 | deploy=0 watch=3
2026-03-12T04:40:30.178924 | deploy=0 watch=3
2026-03-12T04:41:30.179843 | deploy=0 watch=3
2026-03-12T04:42:30.181021 | deploy=0 watch=3
2026-03-12T04:43:30.181957 | deploy=0 watch=3
2026-03-12T04:44:30.182859 | deploy=0 watch=3
2026-03-12T04:45:30.183913 | deploy=0 watch=3
2026-03-12T04:46:30.184784 | deploy=0 watch=3
2026-03-12T04:47:30.185705 | deploy=0 watch=3
2026-03-12T04:48:30.186650 | deploy=0 watch=3
2026-03-12T04:49:30.187653 | deploy=0 watch=3
2026-03-12T04:50:30.188551 | deploy=0 watch=3
2026-03-12T04:51:30.189571 | deploy=0 watch=3
2026-03-12T04:52:30.190475 | deploy=0 watch=3
2026-03-12T04:53:30.191646 | deploy=0 watch=3
2026-03-12T04:54:30.192544 | deploy=0 watch=3
2026-03-12T04:55:30.193465 | deploy=0 watch=3
2026-03-12T04:56:30.194383 | deploy=0 watch=3
2026-03-12T04:57:30.195423 | deploy=0 watch=3
2026-03-12T04:58:30.196324 | deploy=0 watch=3
2026-03-12T04:59:30.197231 | deploy=0 watch=3
2026-03-12T05:00:30.198103 | deploy=0 watch=3
2026-03-12T05:01:30.198998 | deploy=0 watch=3
2026-03-12T05:02:30.199883 | deploy=0 watch=3
2026-03-12T05:03:30.200894 | deploy=0 watch=3
2026-03-12T05:04:30.201974 | deploy=0 watch=3
2026-03-12T05:05:30.203045 | deploy=0 watch=3
2026-03-12T05:06:30.204024 | deploy=0 watch=3
2026-03-12T05:07:30.204877 | deploy=0 watch=3
2026-03-12T05:08:30.205907 | deploy=0 watch=3
2026-03-12T05:09:30.206953 | deploy=0 watch=3
2026-03-12T05:10:30.207984 | deploy=0 watch=3
2026-03-12T05:11:30.208910 | deploy=0 watch=3
2026-03-12T05:12:30.209928 | deploy=0 watch=3
2026-03-12T05:13:30.210891 | deploy=0 watch=3
2026-03-12T05:14:30.211802 | deploy=0 watch=3
2026-03-12T05:15:30.213010 | deploy=0 watch=3
2026-03-12T05:16:30.214112 | deploy=0 watch=3
2026-03-12T05:17:30.214999 | deploy=0 watch=3
2026-03-12T05:18:30.215903 | deploy=0 watch=3
2026-03-12T05:19:30.216807 | deploy=0 watch=3
2026-03-12T05:20:30.217840 | deploy=0 watch=3
2026-03-12T05:21:30.218990 | deploy=0 watch=3
2026-03-12T05:22:30.219974 | deploy=0 watch=3
2026-03-12T05:23:30.221244 | deploy=0 watch=3
2026-03-12T05:24:30.222174 | deploy=0 watch=3
2026-03-12T05:25:30.223140 | deploy=0 watch=3
2026-03-12T05:26:30.224148 | deploy=0 watch=3
2026-03-12T05:27:30.225003 | deploy=0 watch=3
2026-03-12T05:28:30.226052 | deploy=0 watch=3
2026-03-12T05:29:30.227039 | deploy=0 watch=3
2026-03-12T05:30:30.227945 | deploy=0 watch=3
2026-03-12T05:31:30.228971 | deploy=0 watch=3
2026-03-12T05:32:30.229900 | deploy=0 watch=3
2026-03-12T05:33:30.230993 | deploy=0 watch=3
2026-03-12T05:34:30.232224 | deploy=0 watch=3
2026-03-12T05:35:30.233172 | deploy=0 watch=3
2026-03-12T05:36:30.234382 | deploy=0 watch=3
2026-03-12T05:37:30.235465 | deploy=0 watch=3
2026-03-12T05:38:30.236374 | deploy=0 watch=3
2026-03-12T05:39:30.237324 | deploy=0 watch=3
2026-03-12T05:40:30.238230 | deploy=0 watch=3
2026-03-12T05:41:30.239222 | deploy=0 watch=3
2026-03-12T05:42:30.240240 | deploy=0 watch=3
2026-03-12T05:43:30.241421 | deploy=0 watch=3
2026-03-12T05:44:30.242495 | deploy=0 watch=3
2026-03-12T05:45:30.243471 | deploy=0 watch=3
2026-03-12T05:46:30.244607 | deploy=0 watch=3
2026-03-12T05:47:30.245723 | deploy=0 watch=3
2026-03-12T05:48:30.246720 | deploy=0 watch=3
2026-03-12T05:49:30.247828 | deploy=0 watch=3
2026-03-12T05:50:30.248795 | deploy=0 watch=3
2026-03-12T05:51:30.249708 | deploy=0 watch=3
2026-03-12T05:52:30.250634 | deploy=0 watch=3
2026-03-12T05:53:30.251727 | deploy=0 watch=3
2026-03-12T05:54:30.252868 | deploy=0 watch=3
2026-03-12T05:55:30.253802 | deploy=0 watch=3
2026-03-12T05:56:30.254723 | deploy=0 watch=3
2026-03-12T05:57:30.255657 | deploy=0 watch=3
2026-03-12T05:58:30.256628 | deploy=0 watch=3
2026-03-12T05:59:30.257806 | deploy=0 watch=3
2026-03-12T06:00:30.258822 | deploy=0 watch=3
2026-03-12T06:01:30.259714 | deploy=0 watch=3
2026-03-12T06:02:30.260976 | deploy=0 watch=3
2026-03-12T06:03:30.262066 | deploy=0 watch=3
2026-03-12T06:04:30.263816 | deploy=0 watch=3
2026-03-12T06:05:30.264819 | deploy=0 watch=3
2026-03-12T06:06:30.265748 | deploy=0 watch=3
2026-03-12T06:07:30.267003 | deploy=0 watch=3
2026-03-12T06:08:30.267913 | deploy=0 watch=3
2026-03-12T06:09:30.268964 | deploy=0 watch=3
2026-03-12T06:10:30.269942 | deploy=0 watch=3
2026-03-12T06:11:30.270885 | deploy=0 watch=3
2026-03-12T06:12:30.271860 | deploy=0 watch=3
2026-03-12T06:13:30.272812 | deploy=0 watch=3
2026-03-12T06:14:30.273768 | deploy=0 watch=3
2026-03-12T06:15:30.274664 | deploy=0 watch=3
2026-03-12T06:16:30.275729 | deploy=0 watch=3
2026-03-12T06:17:30.276877 | deploy=0 watch=3
2026-03-12T06:18:30.277855 | deploy=0 watch=3
2026-03-12T06:19:30.278883 | deploy=0 watch=3
2026-03-12T06:20:30.279971 | deploy=0 watch=3
2026-03-12T06:21:30.281100 | deploy=0 watch=3
2026-03-12T06:22:30.282163 | deploy=0 watch=3
2026-03-12T06:23:30.283099 | deploy=0 watch=3
2026-03-12T06:24:30.284252 | deploy=0 watch=3
2026-03-12T06:25:30.285238 | deploy=0 watch=3
2026-03-12T06:26:30.286209 | deploy=0 watch=3
2026-03-12T06:27:30.287212 | deploy=0 watch=3
2026-03-12T06:28:30.289037 | deploy=0 watch=3
2026-03-12T06:29:30.290385 | deploy=0 watch=3
2026-03-12T06:30:30.291333 | deploy=0 watch=3
2026-03-12T06:31:30.292487 | deploy=0 watch=3
2026-03-12T06:32:30.293590 | deploy=0 watch=3
2026-03-12T06:33:30.294502 | deploy=0 watch=3
2026-03-12T06:34:30.295610 | deploy=0 watch=3
2026-03-12T06:35:30.296533 | deploy=0 watch=3
2026-03-12T06:36:30.297441 | deploy=0 watch=3
2026-03-12T06:37:30.298369 | deploy=0 watch=3
2026-03-12T06:38:30.299392 | deploy=0 watch=3
2026-03-12T06:39:30.300421 | deploy=0 watch=3
2026-03-12T06:40:30.301788 | deploy=0 watch=3
2026-03-12T06:41:30.302725 | deploy=0 watch=3
2026-03-12T06:42:30.303683 | deploy=0 watch=3
2026-03-12T06:43:30.304653 | deploy=0 watch=3
2026-03-12T06:44:30.305854 | deploy=0 watch=3
2026-03-12T06:45:30.307008 | deploy=0 watch=3
2026-03-12T06:46:30.308411 | deploy=0 watch=3
2026-03-12T06:47:30.309441 | deploy=0 watch=3
2026-03-12T06:48:30.310555 | deploy=0 watch=3
2026-03-12T06:49:30.311632 | deploy=0 watch=3
2026-03-12T06:50:30.312667 | deploy=0 watch=3
2026-03-12T06:51:30.313681 | deploy=0 watch=3
2026-03-12T06:52:30.314699 | deploy=0 watch=3
2026-03-12T06:53:30.315575 | deploy=0 watch=3
2026-03-12T06:54:30.316441 | deploy=0 watch=3
2026-03-12T06:55:30.317381 | deploy=0 watch=3
2026-03-12T06:56:30.318489 | deploy=0 watch=3
2026-03-12T06:57:30.319520 | deploy=0 watch=3
2026-03-12T06:58:30.320413 | deploy=0 watch=3
2026-03-12T06:59:30.321545 | deploy=0 watch=3
2026-03-12T07:00:30.322562 | deploy=0 watch=3
2026-03-12T07:01:30.323714 | deploy=0 watch=3
2026-03-12T07:02:30.324618 | deploy=0 watch=3
2026-03-12T07:03:30.325715 | deploy=0 watch=3
2026-03-12T07:04:30.326787 | deploy=0 watch=3
2026-03-12T07:05:30.327833 | deploy=0 watch=3
2026-03-12T07:06:30.328793 | deploy=0 watch=3
2026-03-12T07:07:30.329731 | deploy=0 watch=3
2026-03-12T07:08:30.330873 | deploy=0 watch=3
2026-03-12T07:09:30.331805 | deploy=0 watch=3
2026-03-12T07:10:30.332723 | deploy=0 watch=3
2026-03-12T07:11:30.333699 | deploy=0 watch=3
2026-03-12T07:12:30.334798 | deploy=0 watch=3
2026-03-12T07:13:30.335721 | deploy=0 watch=3
2026-03-12T07:14:30.336757 | deploy=0 watch=3
2026-03-12T07:15:30.337810 | deploy=0 watch=3
2026-03-12T07:16:30.338800 | deploy=0 watch=3
2026-03-12T07:17:30.339869 | deploy=0 watch=3
2026-03-12T07:18:30.340751 | deploy=0 watch=3
2026-03-12T07:19:30.341778 | deploy=0 watch=3
2026-03-12T07:20:30.342668 | deploy=0 watch=3
2026-03-12T07:21:30.343725 | deploy=0 watch=3
2026-03-12T07:22:30.344816 | deploy=0 watch=3
2026-03-12T07:23:30.345756 | deploy=0 watch=3
2026-03-12T07:24:30.346659 | deploy=0 watch=3
2026-03-12T07:25:30.347522 | deploy=0 watch=3
2026-03-12T07:26:30.348820 | deploy=0 watch=3
